image_name,category,nucleus_id,centroid_x_px,centroid_y_px,centroid_x_um,centroid_y_um,area_px,area_um2,perimeter_px,perimeter_um,circularity,eccentricity,solidity,major_axis_um,minor_axis_um,aspect_ratio,extent,equivalent_diameter_um,bbox_ymin,bbox_xmin,bbox_ymax,bbox_xmax,orientation_rad
FL_examples (276),follicular_lymphoma,147,177.19,186.39,81.51,85.74,122,25.815,51.28,23.591,0.5829,0.8263,0.7578,8.187,4.611,1.7757,0.4784,5.733,178,171,195,186,-0.5622
FL_examples (276),follicular_lymphoma,148,189.62,188.11,87.22,86.53,76,16.082,30.38,13.977,1.0,0.4403,0.95,4.792,4.303,1.1138,0.6909,4.525,183,185,194,195,0.5394
FL_examples (276),follicular_lymphoma,149,50.35,194.3,23.16,89.38,101,21.372,37.56,17.276,0.8998,0.6483,0.9099,6.055,4.611,1.3133,0.7769,5.216,188,46,201,56,-0.1671
FL_examples (276),follicular_lymphoma,150,140.6,196.04,64.68,90.18,70,14.812,30.31,13.944,0.9573,0.6371,0.9459,4.975,3.834,1.2973,0.7955,4.343,191,137,202,145,0.1526
FL_examples (276),follicular_lymphoma,151,158.95,197.38,73.12,90.79,178,37.665,54.28,24.971,0.7591,0.8261,0.9128,9.578,5.397,1.7745,0.6246,6.925,189,153,208,168,-0.5074
FL_examples (276),follicular_lymphoma,152,82.08,195.82,37.75,90.08,79,16.716,56.08,25.795,0.3157,0.8583,0.622,7.89,4.049,1.9485,0.399,4.613,191,73,202,91,-1.2491
FL_examples (276),follicular_lymphoma,153,21.21,198.65,9.76,91.38,85,17.986,39.18,18.022,0.6959,0.5513,0.8173,5.651,4.714,1.1986,0.5449,4.785,193,14,205,27,-0.6541
FL_examples (276),follicular_lymphoma,154,3.67,199.92,1.69,91.96,73,15.447,29.9,13.754,1.0,0.2377,0.9605,4.54,4.41,1.0295,0.8111,4.435,196,0,206,9,-0.344
FL_examples (276),follicular_lymphoma,155,99.19,199.22,45.63,91.64,120,25.392,38.14,17.545,1.0,0.5194,0.9677,6.155,5.26,1.1702,0.8392,5.686,194,93,205,106,-1.5427
FL_examples (276),follicular_lymphoma,156,61.13,204.46,28.12,94.05,68,14.389,40.35,18.561,0.5249,0.7627,0.7907,5.885,3.806,1.5461,0.562,4.28,199,57,210,68,0.9686
FL_examples (276),follicular_lymphoma,157,170.68,206.88,78.51,95.17,111,23.488,37.56,17.276,0.9889,0.6655,0.9487,6.336,4.729,1.3398,0.7708,5.469,201,165,213,177,-0.8495
FL_examples (276),follicular_lymphoma,158,80.82,207.51,37.18,95.45,89,18.832,34.38,15.817,0.9459,0.6653,0.9368,5.711,4.264,1.3395,0.6742,4.897,202,76,214,87,-0.5486
FL_examples (276),follicular_lymphoma,159,214.08,204.2,98.48,93.93,236,49.938,89.01,40.946,0.3743,0.8224,0.6982,13.252,7.54,1.7577,0.4664,7.974,190,202,213,224,-0.9405
FL_examples (276),follicular_lymphoma,160,123.99,210.94,57.03,97.03,173,36.607,54.28,24.971,0.7377,0.7794,0.8964,8.824,5.529,1.596,0.6504,6.827,203,118,222,132,-0.419
FL_examples (276),follicular_lymphoma,161,183.52,212.74,84.42,97.86,229,48.456,81.81,37.63,0.43,0.5526,0.8674,9.003,7.503,1.1999,0.709,7.855,204,175,223,192,0.4501
FL_examples (276),follicular_lymphoma,162,47.02,212.75,21.63,97.87,92,19.467,34.14,15.705,0.9918,0.6227,0.9388,5.635,4.409,1.278,0.7603,4.979,208,42,219,53,-0.9572
FL_examples (276),follicular_lymphoma,163,17.41,216.57,8.01,99.62,231,48.88,64.46,29.65,0.6987,0.6641,0.9352,9.272,6.932,1.3376,0.77,7.889,209,9,224,29,1.2948
FL_examples (276),follicular_lymphoma,164,200.2,216.59,92.09,99.63,148,31.317,48.66,22.385,0.7854,0.8327,0.908,8.658,4.794,1.8059,0.6167,6.315,209,193,224,209,0.8441
FL_examples (276),follicular_lymphoma,165,70.22,215.74,32.3,99.24,82,17.351,32.14,14.785,0.9974,0.6596,0.9318,5.45,4.096,1.3305,0.7455,4.7,211,65,221,76,1.1455
FL_examples (276),follicular_lymphoma,166,104.71,214.22,48.16,98.54,221,46.764,60.53,27.842,0.7581,0.5147,0.884,8.717,7.474,1.1664,0.65,7.716,207,95,224,115,1.3908
FL_examples (276),follicular_lymphoma,167,53.25,218.07,24.5,100.31,111,23.488,47.21,21.718,0.6258,0.7677,0.8162,7.521,4.82,1.5604,0.5286,5.469,210,45,224,60,-0.7292
FL_examples (276),follicular_lymphoma,168,157.92,217.23,72.64,99.93,26,5.502,16.49,7.583,1.0,0.3772,1.0,2.783,2.577,1.0798,0.7222,2.647,215,156,221,162,-0.3218
FL_examples (277),follicular_lymphoma,1,53.37,5.14,24.55,2.37,98,20.737,36.38,16.737,0.9302,0.747,0.9423,6.35,4.221,1.5042,0.6853,5.138,0,47,11,60,0.8615
FL_examples (277),follicular_lymphoma,2,127.09,6.36,58.46,2.92,115,24.334,38.38,17.657,0.9808,0.5588,0.9504,6.14,5.092,1.2059,0.7468,5.566,0,122,14,133,-0.1617
FL_examples (277),follicular_lymphoma,3,141.57,5.55,65.12,2.55,110,23.276,41.8,19.228,0.7912,0.6511,0.9016,6.441,4.889,1.3175,0.7692,5.444,0,136,13,147,0.1358
FL_examples (277),follicular_lymphoma,4,73.71,7.7,33.91,3.54,92,19.467,36.18,16.642,0.8833,0.6037,0.8762,5.756,4.589,1.2543,0.5974,4.979,3,66,14,80,-1.509
FL_examples (277),follicular_lymphoma,5,18.36,9.48,8.45,4.36,108,22.853,52.46,24.13,0.4932,0.7849,0.7152,8.035,4.978,1.6139,0.45,5.394,4,9,19,25,0.7933
FL_examples (277),follicular_lymphoma,6,178.81,9.5,82.25,4.37,268,56.709,84.67,38.948,0.4698,0.9272,0.7836,15.309,5.735,2.6696,0.4512,8.497,0,165,22,192,0.9289
FL_examples (277),follicular_lymphoma,7,208.69,10.6,96.0,4.87,201,42.532,59.46,27.35,0.7145,0.8348,0.9013,10.211,5.622,1.8163,0.6223,7.359,1,201,20,218,0.5463
FL_examples (277),follicular_lymphoma,8,106.03,12.27,48.77,5.64,159,33.644,50.28,23.131,0.7902,0.8328,0.9034,8.964,4.962,1.8067,0.6974,6.545,7,97,19,116,1.4451
FL_examples (277),follicular_lymphoma,9,82.98,15.58,38.17,7.17,85,17.986,31.56,14.516,1.0,0.3435,0.9659,4.939,4.639,1.0648,0.7727,4.785,11,78,21,89,-0.9198
FL_examples (277),follicular_lymphoma,10,166.09,15.62,76.4,7.18,91,19.256,34.14,15.705,0.981,0.6564,0.9381,5.73,4.323,1.3255,0.7583,4.951,10,162,22,172,-0.5414
FL_examples (277),follicular_lymphoma,11,11.72,19.05,5.39,8.76,177,37.453,67.63,31.111,0.4862,0.8402,0.8676,9.637,5.225,1.8442,0.5747,6.906,9,5,31,19,0.3359
FL_examples (277),follicular_lymphoma,12,25.77,21.69,11.86,9.98,62,13.119,28.14,12.945,0.9838,0.7631,0.9394,5.125,3.313,1.5472,0.6889,4.087,17,22,27,31,-0.7059
FL_examples (277),follicular_lymphoma,13,149.99,20.77,69.0,9.55,126,26.662,44.8,20.608,0.7889,0.8043,0.9065,7.697,4.573,1.683,0.6738,5.826,16,141,27,158,1.2741
FL_examples (277),follicular_lymphoma,14,74.52,22.42,34.28,10.31,90,19.044,32.97,15.166,1.0,0.5355,0.9474,5.36,4.527,1.1841,0.75,4.924,18,69,28,81,1.3879
FL_examples (277),follicular_lymphoma,15,93.52,26.29,43.02,12.1,136,28.778,48.46,22.29,0.7279,0.8134,0.8662,8.078,4.699,1.7192,0.6071,6.053,19,87,35,101,-0.5826
FL_examples (277),follicular_lymphoma,16,183.85,26.15,84.57,12.03,59,12.484,26.73,12.295,1.0,0.6433,0.9365,4.57,3.499,1.3061,0.7375,3.987,23,179,31,189,1.3338
FL_examples (277),follicular_lymphoma,17,112.42,28.98,51.72,13.33,92,19.467,34.38,15.817,0.9778,0.4308,0.92,5.249,4.737,1.1081,0.697,4.979,24,107,35,119,0.8522
FL_examples (277),follicular_lymphoma,18,136.86,34.17,62.95,15.72,245,51.842,87.25,40.137,0.4044,0.6408,0.7853,10.465,8.034,1.3026,0.6005,8.124,26,123,43,147,-1.2689
FL_examples (277),follicular_lymphoma,19,58.67,31.85,26.99,14.65,54,11.426,26.56,12.216,0.9622,0.5751,0.9153,4.258,3.484,1.2224,0.675,3.814,28,55,38,63,0.0664
FL_examples (277),follicular_lymphoma,20,167.23,32.17,76.92,14.8,93,19.679,33.31,15.324,1.0,0.4207,0.9688,5.268,4.779,1.1023,0.8455,5.006,27,163,38,173,0.0848
FL_examples (277),follicular_lymphoma,21,194.76,33.99,89.59,15.64,102,21.583,35.8,16.468,1.0,0.5629,0.9358,5.772,4.771,1.2099,0.7133,5.242,28,190,41,201,-0.3658
FL_examples (277),follicular_lymphoma,22,21.76,34.88,10.01,16.05,76,16.082,30.73,14.135,1.0,0.6489,0.9383,5.193,3.951,1.3143,0.7677,4.525,30,18,41,27,-0.3928
FL_examples (277),follicular_lymphoma,23,102.59,34.97,47.19,16.09,69,14.6,28.73,13.215,1.0,0.3751,0.9452,4.492,4.164,1.0788,0.7667,4.312,31,98,40,108,-1.4697
FL_examples (277),follicular_lymphoma,24,152.9,36.58,70.33,16.83,48,10.157,25.9,11.914,0.8992,0.7962,0.8889,4.767,2.884,1.6527,0.6857,3.596,32,150,42,157,0.1797
FL_examples (277),follicular_lymphoma,25,178.64,40.14,82.17,18.46,74,15.658,29.56,13.596,1.0,0.6351,0.9737,5.095,3.935,1.2946,0.74,4.465,36,174,46,184,-0.9012
FL_examples (277),follicular_lymphoma,26,32.21,40.93,14.82,18.83,82,17.351,32.14,14.785,0.9974,0.5865,0.9425,5.244,4.247,1.2347,0.7455,4.7,36,27,46,38,1.1029
FL_examples (277),follicular_lymphoma,27,65.12,41.48,29.96,19.08,66,13.966,31.35,14.421,0.8439,0.6742,0.8684,5.008,3.698,1.354,0.6667,4.217,36,61,47,70,-0.1408
FL_examples (277),follicular_lymphoma,28,8.47,44.29,3.9,20.37,59,12.484,36.94,16.99,0.5435,0.9103,0.8194,6.606,2.734,2.4159,0.602,3.987,42,1,49,15,1.3926
FL_examples (277),follicular_lymphoma,29,48.16,45.24,22.15,20.81,50,10.58,27.9,12.834,0.8072,0.4361,0.8621,4.075,3.667,1.1113,0.6944,3.67,42,45,50,54,-1.4645
FL_examples (277),follicular_lymphoma,30,74.89,45.41,34.45,20.89,121,25.604,39.8,18.308,0.96,0.3326,0.938,5.911,5.574,1.0604,0.7756,5.71,40,69,52,82,-1.3807
FL_examples (277),follicular_lymphoma,31,94.13,47.02,43.3,21.63,177,37.453,60.28,27.731,0.612,0.81,0.8634,9.536,5.592,1.7054,0.5784,6.906,39,86,56,104,0.8115
FL_examples (277),follicular_lymphoma,32,115.81,51.94,53.27,23.89,160,33.856,51.7,23.781,0.7523,0.7525,0.884,8.408,5.538,1.5183,0.5556,6.566,44,108,62,124,-0.5192
FL_examples (277),follicular_lymphoma,33,187.87,49.8,86.42,22.91,171,36.184,46.63,21.449,0.9884,0.3203,0.9553,6.986,6.618,1.0556,0.76,6.788,43,181,58,196,1.4539
FL_examples (277),follicular_lymphoma,34,202.4,51.07,93.1,23.49,105,22.218,37.56,17.276,0.9355,0.4457,0.913,5.65,5.058,1.1171,0.7955,5.319,46,197,57,209,1.332
FL_examples (277),follicular_lymphoma,35,145.12,51.37,66.76,23.63,115,24.334,37.56,17.276,1.0,0.5907,0.9664,6.202,5.004,1.2393,0.8042,5.566,46,139,57,152,1.4742
FL_examples (277),follicular_lymphoma,36,167.96,52.75,77.26,24.27,73,15.447,34.35,15.801,0.7775,0.4971,0.9241,4.821,4.183,1.1525,0.8111,4.435,48,164,58,173,-0.6008
FL_examples (277),follicular_lymphoma,37,13.54,53.18,6.23,24.46,104,22.006,43.04,19.799,0.7054,0.8108,0.8667,7.046,4.124,1.7085,0.619,5.293,48,7,60,21,0.98
FL_examples (277),follicular_lymphoma,38,53.45,53.32,24.59,24.53,108,22.853,39.38,18.117,0.8749,0.7599,0.931,6.884,4.475,1.5384,0.675,5.394,49,46,59,62,1.4397
FL_examples (277),follicular_lymphoma,39,31.9,57.34,14.68,26.38,105,22.218,35.56,16.356,1.0,0.3434,0.9633,5.495,5.161,1.0647,0.7955,5.319,52,27,64,38,-0.5575
FL_examples (277),follicular_lymphoma,40,130.27,57.6,59.93,26.5,113,23.911,37.21,17.118,1.0,0.3591,0.9576,5.729,5.347,1.0715,0.7244,5.518,52,125,65,137,-0.3242
FL_examples (277),follicular_lymphoma,41,83.17,61.77,38.26,28.41,83,17.563,47.87,22.02,0.4552,0.6048,0.8384,5.857,4.664,1.2557,0.6385,4.729,56,79,69,89,-0.1649
FL_examples (277),follicular_lymphoma,42,205.95,62.53,94.74,28.77,86,18.198,36.31,16.704,0.8195,0.4662,0.86,5.282,4.673,1.1304,0.7167,4.814,58,201,68,213,-1.045
FL_examples (277),follicular_lymphoma,43,52.58,65.3,24.19,30.04,86,18.198,41.59,19.132,0.6247,0.6994,0.9053,5.986,4.278,1.3992,0.6515,4.814,61,48,72,60,-0.8743
FL_examples (277),follicular_lymphoma,44,145.12,65.5,66.75,30.13,94,19.89,35.56,16.356,0.9343,0.3003,0.9307,5.231,4.99,1.0484,0.7121,5.032,61,140,73,151,0.1868
FL_examples (277),follicular_lymphoma,45,158.68,65.16,72.99,29.97,95,20.102,34.38,15.817,1.0,0.2695,0.9314,5.162,4.971,1.0384,0.7197,5.059,60,153,71,165,-0.973
FL_examples (277),follicular_lymphoma,46,97.13,68.55,44.68,31.53,144,30.47,50.66,23.305,0.705,0.647,0.9057,7.22,5.505,1.3115,0.6857,6.229,62,91,77,105,-0.545
FL_examples (277),follicular_lymphoma,47,120.84,68.34,55.59,31.44,76,16.082,30.14,13.865,1.0,0.5017,0.962,4.887,4.227,1.156,0.76,4.525,64,117,74,127,-0.6771
FL_examples (277),follicular_lymphoma,48,13.12,70.52,6.03,32.44,218,46.129,71.49,32.886,0.536,0.8667,0.8015,11.445,5.709,2.0046,0.6211,7.664,65,0,78,27,-1.5366
FL_examples (277),follicular_lymphoma,49,38.16,70.13,17.55,32.26,70,14.812,27.9,12.834,1.0,0.2799,0.9859,4.428,4.251,1.0416,0.8642,4.343,66,34,75,43,0.5819
FL_examples (277),follicular_lymphoma,50,168.16,72.19,77.35,33.21,83,17.563,31.31,14.404,1.0,0.5097,0.9651,5.105,4.392,1.1623,0.8384,4.729,67,164,78,173,-0.003
FL_examples (277),follicular_lymphoma,51,192.68,68.92,88.63,31.7,150,31.74,70.46,32.41,0.3797,0.7227,0.7075,8.744,6.043,1.4469,0.5208,6.357,60,185,76,203,0.8935
FL_examples (277),follicular_lymphoma,52,72.42,74.32,33.31,34.19,115,24.334,43.21,19.878,0.7739,0.3962,0.8647,6.057,5.562,1.0891,0.7372,5.566,68,67,81,79,-1.1383
FL_examples (277),follicular_lymphoma,53,137.37,74.55,63.19,34.29,106,22.43,38.38,17.657,0.9041,0.5162,0.9138,5.827,4.991,1.1676,0.7361,5.344,69,132,81,144,0.5236
FL_examples (277),follicular_lymphoma,54,179.85,73.9,82.73,34.0,92,19.467,33.07,15.213,1.0,0.5702,0.9892,5.522,4.537,1.2173,0.9293,4.979,70,175,79,186,-1.4108
FL_examples (277),follicular_lymphoma,55,28.23,77.09,12.99,35.46,69,14.6,31.94,14.69,0.8502,0.6361,0.8519,5.058,3.903,1.296,0.6273,4.312,72,24,83,34,0.7208
FL_examples (277),follicular_lymphoma,56,152.19,77.58,70.01,35.69,81,17.14,31.9,14.674,1.0,0.6509,0.9643,5.41,4.107,1.3173,0.8182,4.671,73,147,82,158,1.5496
FL_examples (277),follicular_lymphoma,57,114.62,78.77,52.72,36.24,84,17.774,33.14,15.245,0.961,0.6511,0.9333,5.48,4.16,1.3175,0.7636,4.757,74,110,85,120,0.5364
FL_examples (277),follicular_lymphoma,58,125.7,79.13,57.82,36.4,86,18.198,36.73,16.895,0.8012,0.8255,0.8866,6.561,3.703,1.7716,0.6515,4.814,74,120,85,132,-1.0304
FL_examples (277),follicular_lymphoma,59,41.92,81.5,19.28,37.49,88,18.621,35.11,16.149,0.8973,0.3983,0.898,5.156,4.729,1.0902,0.7273,4.869,77,37,88,48,0.3522
FL_examples (277),follicular_lymphoma,60,193.46,82.6,88.99,38.0,160,33.856,46.38,21.337,0.9345,0.4985,0.9467,7.135,6.185,1.1536,0.7619,6.566,76,186,90,201,-1.0456
FL_examples (277),follicular_lymphoma,61,83.42,82.22,38.37,37.82,148,31.317,52.35,24.081,0.6787,0.791,0.8555,8.331,5.096,1.6346,0.6218,6.315,73,78,90,92,0.5285
FL_examples (277),follicular_lymphoma,62,100.73,83.41,46.33,38.37,124,26.238,44.38,20.417,0.791,0.8212,0.8921,7.801,4.452,1.7522,0.6359,5.78,76,95,91,108,-0.7021
FL_examples (277),follicular_lymphoma,63,208.47,85.28,95.9,39.23,159,33.644,60.42,27.793,0.5473,0.7647,0.8503,8.618,5.553,1.552,0.6681,6.545,79,201,93,218,1.1371
FL_examples (277),follicular_lymphoma,64,18.44,88.08,8.48,40.52,216,45.706,76.36,35.123,0.4656,0.6149,0.871,9.147,7.213,1.2681,0.675,7.629,81,9,97,29,1.3408
FL_examples (277),follicular_lymphoma,65,53.52,88.93,24.62,40.91,89,18.832,33.31,15.324,1.0,0.779,0.9674,6.173,3.871,1.5947,0.8558,4.897,83,50,96,58,0.0612
FL_examples (277),follicular_lymphoma,66,67.8,88.33,31.19,40.63,66,13.966,28.73,13.215,1.0,0.3983,0.9429,4.463,4.094,1.0902,0.7333,4.217,84,64,94,73,1.1154
FL_examples (277),follicular_lymphoma,67,166.08,87.48,76.4,40.24,102,21.583,36.38,16.737,0.9682,0.7864,0.9714,6.708,4.143,1.619,0.7133,5.242,81,161,94,172,0.5515
FL_examples (277),follicular_lymphoma,68,42.37,91.0,19.49,41.86,38,8.041,23.69,10.898,0.8507,0.5441,0.8636,3.707,3.11,1.1918,0.6786,3.2,88,38,95,46,-1.2941
FL_examples (277),follicular_lymphoma,69,139.38,89.4,64.11,41.12,153,32.375,56.63,26.049,0.5996,0.7932,0.8361,8.777,5.345,1.6421,0.6071,6.42,83,130,97,148,1.0
FL_examples (277),follicular_lymphoma,70,152.84,91.35,70.31,42.02,88,18.621,32.73,15.055,1.0,0.5195,0.9565,5.276,4.508,1.1703,0.8,4.869,87,148,97,159,1.2468
FL_examples (277),follicular_lymphoma,71,179.4,91.17,82.52,41.94,139,29.412,46.63,21.449,0.8034,0.7479,0.9026,7.578,5.03,1.5064,0.6619,6.12,84,173,99,187,-0.7223
FL_examples (277),follicular_lymphoma,72,102.68,93.23,47.23,42.88,71,15.024,30.52,14.04,0.9578,0.7349,0.9467,5.398,3.66,1.4747,0.7396,4.374,90,97,98,109,-1.3389
FL_examples (277),follicular_lymphoma,73,78.41,97.94,36.07,45.05,86,18.198,33.56,15.436,0.9598,0.5765,0.9149,5.418,4.427,1.2239,0.7107,4.814,93,73,104,84,1.0245
FL_examples (277),follicular_lymphoma,74,123.85,96.22,56.97,44.26,134,28.354,45.7,21.021,0.8063,0.7685,0.9116,7.6,4.863,1.5627,0.5982,6.008,88,118,104,132,0.6271
FL_examples (277),follicular_lymphoma,75,89.36,99.5,41.11,45.77,44,9.31,23.9,10.994,0.968,0.6654,0.9362,4.13,3.083,1.3397,0.6984,3.443,97,86,104,95,-0.9907
FL_examples (277),follicular_lymphoma,76,111.82,98.74,51.44,45.42,84,17.774,31.31,14.404,1.0,0.2116,0.9655,4.828,4.718,1.0232,0.84,4.757,94,107,104,117,-0.9853
FL_examples (277),follicular_lymphoma,77,192.31,99.45,88.46,45.75,110,23.276,38.63,17.769,0.9264,0.7166,0.9402,6.602,4.604,1.4337,0.6667,5.444,95,185,106,200,1.2273
FL_examples (277),follicular_lymphoma,78,148.23,100.82,68.18,46.38,111,23.488,36.97,17.006,1.0,0.3165,0.9487,5.623,5.334,1.0542,0.7708,5.469,95,143,107,155,1.1234
FL_examples (277),follicular_lymphoma,79,53.49,102.35,24.61,47.08,69,14.6,29.9,13.754,0.9699,0.6828,0.9452,5.124,3.744,1.3687,0.8625,4.312,99,49,107,59,-1.3697
FL_examples (277),follicular_lymphoma,80,168.18,102.69,77.36,47.24,112,23.699,41.38,19.037,0.8218,0.6023,0.918,6.292,5.023,1.2527,0.7179,5.493,98,162,110,175,0.8918
FL_examples (277),follicular_lymphoma,81,136.46,103.12,62.77,47.44,80,16.928,30.97,14.246,1.0,0.3822,0.9412,4.836,4.469,1.0822,0.7273,4.643,98,132,109,142,0.1558
FL_examples (277),follicular_lymphoma,82,17.81,104.19,8.19,47.93,74,15.658,30.97,14.246,0.9695,0.5248,0.9367,4.942,4.207,1.1747,0.6727,4.465,99,13,109,24,1.0031
FL_examples (277),follicular_lymphoma,83,68.99,104.04,31.73,47.86,70,14.812,29.31,13.484,1.0,0.4698,0.9211,4.628,4.085,1.1328,0.7778,4.343,100,65,110,74,0.5863
FL_examples (277),follicular_lymphoma,84,183.44,107.23,84.38,49.33,121,25.604,50.01,23.003,0.6081,0.6817,0.8643,6.977,5.105,1.3669,0.6722,5.71,101,178,116,190,0.3602
FL_examples (277),follicular_lymphoma,85,213.21,106.58,98.08,49.03,187,39.569,50.28,23.131,0.9294,0.3316,0.9541,7.348,6.932,1.06,0.7333,7.098,100,205,115,222,1.3412
FL_examples (277),follicular_lymphoma,86,107.17,108.45,49.3,49.89,76,16.082,30.14,13.865,1.0,0.328,0.9383,4.658,4.4,1.0586,0.76,4.525,104,103,114,113,0.0609
FL_examples (277),follicular_lymphoma,87,93.22,110.53,42.88,50.84,117,24.757,45.21,20.798,0.7192,0.8515,0.8864,7.954,4.171,1.907,0.6,5.614,104,87,117,102,0.9663
FL_examples (277),follicular_lymphoma,88,52.76,114.48,24.27,52.66,116,24.546,80.21,36.898,0.2266,0.7503,0.6517,9.05,5.982,1.5128,0.537,5.59,109,45,121,63,-1.4962
FL_examples (277),follicular_lymphoma,89,119.37,112.85,54.91,51.91,93,19.679,32.73,15.055,1.0,0.4068,0.9789,5.232,4.78,1.0947,0.8455,5.006,108,115,119,125,-0.129
FL_examples (277),follicular_lymphoma,90,157.52,112.74,72.46,51.86,100,21.16,35.8,16.468,0.9805,0.7681,0.9709,6.512,4.17,1.5618,0.6944,5.191,107,152,119,164,-0.7744
FL_examples (277),follicular_lymphoma,91,141.8,117.35,65.23,53.98,92,19.467,34.73,15.975,0.9586,0.5476,0.92,5.464,4.572,1.1951,0.7603,4.979,112,137,123,148,0.9829
FL_examples (277),follicular_lymphoma,92,174.02,117.45,80.05,54.03,107,22.641,37.97,17.466,0.9326,0.569,0.9224,5.942,4.886,1.216,0.7483,5.369,112,168,123,181,-1.4989
FL_examples (277),follicular_lymphoma,93,76.63,120.62,35.25,55.48,147,31.105,55.66,25.605,0.5962,0.7308,0.7903,8.281,5.653,1.4649,0.5385,6.293,114,68,127,89,-1.5427
FL_examples (277),follicular_lymphoma,94,214.17,120.29,98.52,55.33,84,17.774,31.56,14.516,1.0,0.4746,0.9438,5.072,4.464,1.1361,0.7636,4.757,116,209,126,220,-1.2237
FL_examples (277),follicular_lymphoma,95,64.88,121.59,29.84,55.93,32,6.771,19.31,8.884,1.0,0.7115,0.9143,3.523,2.475,1.4231,0.6531,2.936,119,62,126,69,-0.9199
FL_examples (277),follicular_lymphoma,96,98.17,122.3,45.16,56.26,82,17.351,33.97,15.626,0.8929,0.5809,0.9213,5.286,4.302,1.2285,0.6833,4.7,116,93,128,103,-0.1525
FL_examples (277),follicular_lymphoma,97,185.47,122.93,85.31,56.55,58,12.273,29.56,13.596,0.8343,0.8219,0.8657,5.443,3.1,1.7555,0.6444,3.953,119,181,128,191,1.1585
FL_examples (277),follicular_lymphoma,98,11.37,129.03,5.23,59.36,146,30.894,51.11,23.512,0.7023,0.8568,0.8743,9.109,4.696,1.9395,0.6239,6.272,121,6,139,19,-0.3874
FL_examples (277),follicular_lymphoma,99,116.67,126.44,53.67,58.16,91,19.256,35.56,16.356,0.9045,0.7123,0.8922,6.009,4.217,1.4248,0.7,4.951,121,112,134,122,0.0085
FL_examples (277),follicular_lymphoma,100,127.52,125.51,58.66,57.73,79,16.716,30.97,14.246,1.0,0.5305,0.9518,5.027,4.261,1.1797,0.7182,4.613,121,122,131,133,-0.9638
FL_examples (277),follicular_lymphoma,101,173.89,129.29,79.99,59.47,192,40.627,63.28,29.111,0.6024,0.9078,0.8421,11.687,4.902,2.384,0.6154,7.192,124,163,136,189,1.5634
FL_examples (277),follicular_lymphoma,102,137.53,131.16,63.26,60.33,64,13.542,28.14,12.945,1.0,0.6073,0.9275,4.69,3.726,1.2587,0.7111,4.152,127,133,136,143,-1.0353
FL_examples (277),follicular_lymphoma,103,65.12,135.65,29.95,62.4,110,23.276,37.31,17.164,0.9928,0.6346,0.9649,6.246,4.827,1.2939,0.8333,5.444,130,60,142,71,-0.5024
FL_examples (277),follicular_lymphoma,104,45.43,135.79,20.9,62.46,110,23.276,39.56,18.196,0.8834,0.7396,0.9322,6.722,4.524,1.4857,0.7333,5.444,131,38,141,53,-1.4331
FL_examples (277),follicular_lymphoma,105,94.61,135.25,43.52,62.22,76,16.082,30.97,14.246,0.9957,0.4743,0.9157,4.843,4.263,1.1359,0.6909,4.525,131,90,141,101,1.5243
FL_examples (277),follicular_lymphoma,106,78.28,135.4,36.01,62.28,50,10.58,25.49,11.723,0.9674,0.7601,0.9091,4.608,2.995,1.5389,0.6944,3.67,132,75,141,83,-0.7911
FL_examples (277),follicular_lymphoma,107,151.37,135.58,69.63,62.37,153,32.375,46.38,21.337,0.8936,0.7222,0.9273,7.768,5.372,1.4458,0.75,6.42,130,143,142,160,-1.3805
FL_examples (277),follicular_lymphoma,108,33.27,136.88,15.31,62.97,51,10.792,25.56,11.756,0.9813,0.6584,0.9444,4.374,3.292,1.3286,0.6296,3.707,133,30,142,39,-0.7568
FL_examples (277),follicular_lymphoma,109,215.55,134.69,99.15,61.96,163,34.491,68.49,31.506,0.4366,0.8266,0.8274,9.494,5.343,1.777,0.566,6.627,126,206,142,224,-1.1038
FL_examples (277),follicular_lymphoma,110,19.87,139.44,9.14,64.14,158,33.433,47.46,21.83,0.8816,0.7615,0.9461,8.247,5.345,1.5428,0.6583,6.524,131,12,147,27,-0.6851
FL_examples (277),follicular_lymphoma,111,201.05,141.12,92.49,64.92,92,19.467,34.73,15.975,0.9586,0.6657,0.9293,5.827,4.348,1.34,0.7603,4.979,136,196,147,207,0.7867
FL_examples (277),follicular_lymphoma,112,181.97,142.53,83.71,65.56,236,49.938,73.08,33.615,0.5553,0.7397,0.8339,10.167,6.842,1.486,0.7024,7.974,135,172,151,193,1.3071
FL_examples (277),follicular_lymphoma,113,135.97,140.11,62.54,64.45,172,36.395,63.08,29.015,0.5432,0.8862,0.7926,10.677,4.947,2.1583,0.546,6.807,133,126,148,147,1.1239
FL_examples (277),follicular_lymphoma,114,89.97,144.48,41.39,66.46,129,27.296,54.01,24.843,0.5558,0.9083,0.8063,9.619,4.024,2.3903,0.645,5.895,140,79,150,99,1.4301
FL_examples (277),follicular_lymphoma,115,116.36,147.7,53.52,67.94,76,16.082,32.11,14.769,0.9265,0.7299,0.9048,5.596,3.825,1.4629,0.7308,4.525,144,111,152,124,1.3525
FL_examples (277),follicular_lymphoma,116,163.5,147.86,75.21,68.01,111,23.488,40.8,18.768,0.838,0.4983,0.8605,6.135,5.319,1.1534,0.6167,5.469,142,158,154,173,-1.4288
